gene,scores,logfoldchanges,pvals,pvals_adj,pct_neg,pct_pos
OMA1,-6.267065,-0.43791926,3.6791606572380594e-10,1.0321198936814724e-09,0.06340826405967358,0.08165986167819349
DKK3,-6.267421,-0.7348864,3.6707727326371615e-10,1.0299115904012348e-09,0.04588321375581797,0.06405716190317473
DPH5,-6.2677407,-0.57736987,3.6632436306351553e-10,1.027943660525672e-09,0.042854820023983255,0.06120323306391134
HPS5,-6.2698655,-0.42084795,3.613604846596607e-10,1.014157107629426e-09,0.06173146887258389,0.08005582868094326
AC003665.1,-6.270523,-0.5617198,3.5983751173952106e-10,1.010024925708245e-09,0.04370846121013801,0.06207816015332056
RBM34,-6.272577,-0.44361845,3.551208320055018e-10,9.969259311202419e-10,0.057519156114713116,0.07586867761019915
SMPD2,-6.273866,-0.5756957,3.521912574738334e-10,9.888408730170644e-10,0.04180301213389972,0.06018248479293392
CYTH3,-6.276599,-0.639996,3.4605874248169633e-10,9.71759437696245e-10,0.03646775472043251,0.054870427464377966
SIMC1,-6.276889,-0.6088483,3.4541528784151013e-10,9.700890655014098e-10,0.03952663563748704,0.05793267227731022
ETAA1,-6.277603,-0.7193114,3.4383198061042907e-10,9.657783021875205e-10,0.03156439909757932,0.049975002083159734
PUS1,-6.2780538,-0.75089103,3.428371713981897e-10,9.631195706072174e-10,0.031981057295583426,0.05037080243313057
XXYLT1,-6.2781363,-0.65418327,3.426558777572738e-10,9.627457908492064e-10,0.035822442633279813,0.0542246479460045
EDARADD,-6.2821302,-0.404932,3.339643888860846e-10,9.384578018867347e-10,0.06303225544196256,0.08143071410715774
ZDHHC21,-6.2835007,-0.55896926,3.310324487362345e-10,9.303498914841617e-10,0.04580191459523181,0.06416131989000917
SIRT3,-6.290889,-0.52581143,3.1565356657598814e-10,8.872532715714078e-10,0.04645738907745778,0.06489042579785018
B3GLCT,-6.2916465,-0.6754269,3.141166310052517e-10,8.830575581028043e-10,0.03344952338367106,0.051912340638280145
TSPAN31,-6.293429,-0.36899868,3.1052899013670355e-10,8.730948233528026e-10,0.0756133005426719,0.0939296725272894
THADA,-6.2980576,-0.4318882,3.013989492038069e-10,8.475438677272615e-10,0.06582691408711205,0.08413882176485293
MYO6,-6.300236,-0.67246217,2.971920969903516e-10,8.358318319668048e-10,0.03622385723867401,0.054662111490709105
HSD17B8,-6.3136683,-0.43659788,2.7249756364215904e-10,7.664882138980363e-10,0.06892136338692303,0.08720106657778519
CHAF1B,-6.3159456,-1.0245087,2.685148152714277e-10,7.553919041967696e-10,0.02379524806406374,0.04226731105741188
DENND6A,-6.317283,-0.42493165,2.6620189950950744e-10,7.48990738546629e-10,0.06269181520700799,0.08113907174402134
EIF4E3,-6.3179216,-0.5315286,2.6510450495130605e-10,7.460082635805435e-10,0.04759049612812748,0.06607782684776269
ARMC7,-6.318045,-0.55981344,2.64892975278961e-10,7.455181367426632e-10,0.042549948171785125,0.061078243479710026
UBR3,-6.3192773,-0.5930518,2.627896636287245e-10,7.397028655907554e-10,0.04270238409788419,0.06118240146654445
RGS3,-6.3202953,-0.4005993,2.6106360876967873e-10,7.349480096228633e-10,0.0723308469340054,0.09072160653278893
ZNF749,-6.3227997,-0.6878777,2.568661137890711e-10,7.232332157009723e-10,0.03393223714965143,0.05247479376718607
GEN1,-6.3249717,-0.9917509,2.5327888595556874e-10,7.132336287590356e-10,0.02432877380541046,0.04282976418631781
ZNF44,-6.3257513,-0.51440346,2.520031960287353e-10,7.097414314345851e-10,0.048063047499034575,0.06659861678193484
METTL6,-6.328303,-0.5857685,2.4787245357165204e-10,6.982061476258941e-10,0.0407105546635231,0.05926589450879093
NLRP1,-6.3301525,-0.26456967,2.4491870932910023e-10,6.899834390289178e-10,0.11023658055730574,0.12861428214315473
MAP9,-6.334271,-0.6295087,2.3846621036301253e-10,6.719003473407653e-10,0.038098819129692485,0.056661944837930175
GALNT7,-6.3368583,-0.67377585,2.344974664887148e-10,6.608113440716296e-10,0.038769537204528366,0.05728689275893675
TFCP2,-6.337108,-0.61535007,2.3411767613632313e-10,6.598342695456293e-10,0.03805308835186277,0.056641113240563284
MRPL53,-6.3393893,-0.77064085,2.30677579147355e-10,6.502305716163508e-10,0.030019715046442144,0.048600116656945254
CRADD,-6.3400173,-0.61836135,2.2973908620098646e-10,6.476766412364863e-10,0.04190463608463243,0.06043246396133656
ZNF211,-6.3413854,-0.59837383,2.2770827393167486e-10,6.420421055177219e-10,0.03850531493262332,0.057120239980001666
TBC1D13,-6.348201,-0.6938428,2.178476481698215e-10,6.143260582909606e-10,0.03247393345663706,0.051099908340971584
PRKD3,-6.348431,-0.48219028,2.1752150904823324e-10,6.134930407116437e-10,0.0551360744700311,0.073702191484043
CCDC92,-6.3498373,-0.548248,2.1554302522011681e-10,6.079988910696637e-10,0.04477043149529481,0.0633697191900675
FAM160A2,-6.352303,-0.5354449,2.1211473507284174e-10,5.984130290993359e-10,0.044186093778581736,0.06282809765852845
SRBD1,-6.3563504,-0.53263265,2.06603256650849e-10,5.829465846148726e-10,0.0504766163289364,0.06903591367386051
SERINC5,-6.3570476,-0.41261566,2.056686221987207e-10,5.803915007381037e-10,0.06522733277778907,0.08382634780434964
TMEM218,-6.358296,-0.46936646,2.040041666171255e-10,5.757758666635517e-10,0.05934330603036524,0.07786851095742021
IKZF2,-6.3615017,-0.51736355,1.9979043473186714e-10,5.639629004163894e-10,0.06133005426718969,0.07972252312307308
ATP13A2,-6.3620234,-0.59062535,1.9911304024512192e-10,5.621302792717354e-10,0.040171947724639744,0.058828430964086326
HOXB4,-6.3644447,-0.56584305,1.9599732931329295e-10,5.53412379896065e-10,0.04302758074022886,0.06168235980334972
HDAC6,-6.3644705,-0.62882936,1.9596440564579597e-10,5.533977138068701e-10,0.03824617385825491,0.05689109240896592
MAPK7,-6.366495,-0.6972821,1.9339614310817269e-10,5.462223079549677e-10,0.03275848051868865,0.05143321389884176
CLN3,-6.3669376,-0.51376885,1.9283958059787957e-10,5.447274607207194e-10,0.05018698806934818,0.06880676610282477
SLC12A9,-6.3687115,-0.58560646,1.9062276055425824e-10,5.38541680688184e-10,0.04236702506046625,0.06101574868760937
DOT1L,-6.3704605,-0.8493942,1.884612472732561e-10,5.32510422176465e-10,0.027138676043169854,0.04580868260978252
XCL2,-6.3715935,-0.5878411,1.8707446506344736e-10,5.286668223267089e-10,0.18935082620271945,0.20646196150320806
PIK3R4,-6.373826,-0.5421636,1.8436977190005735e-10,5.210972295438953e-10,0.047285624275929354,0.06593200566619449
TMEM168,-6.375212,-0.49212518,1.827098413783153e-10,5.164787966553879e-10,0.05352025365338103,0.07216065327889343
UBE2F,-6.375527,-0.30172056,1.8233523734859004e-10,5.154928930111646e-10,0.09938314261905246,0.11807349387551037
CAVIN3,-6.378646,-1.5682546,1.786604728739394e-10,5.051752702104291e-10,0.013124733237129326,0.03183068077660195
FANCL,-6.3813295,-0.60411507,1.7555728608093307e-10,4.964711291366277e-10,0.044231824556411455,0.06284892925589534
APOBEC3D,-6.3820105,-0.4263774,1.7477821194394726e-10,4.943379784247953e-10,0.06210747749029491,0.08076410299141738
DRAM1,-6.38268,-0.84138215,1.740155758171823e-10,4.922507224073008e-10,0.027738257352492836,0.046433630530789104
BORA,-6.383772,-0.7874512,1.7277852558661764e-10,4.888206741043561e-10,0.03201154448080323,0.05068327639363386
ZNF274,-6.3919587,-0.44105345,1.637740825553749e-10,4.6341122438077656e-10,0.060628849007134,0.07930589117573536
CFH,-6.392848,-0.80685925,1.628240482881666e-10,4.607883624059757e-10,0.03293632243247088,0.05159986667777685
UGCG,-6.394464,-0.30905142,1.611113847324681e-10,4.5600622679135805e-10,0.09571959919513831,0.11432380634947088
ZFYVE16,-6.394843,-0.5446889,1.607121402936578e-10,4.5494073529652895e-10,0.04644214548484787,0.0651612365636197
BCDIN3D,-6.395183,-0.6345132,1.603549434311692e-10,4.5399398582151274e-10,0.03735188309180708,0.05609949170902425
FASTKD3,-6.4025083,-0.7009827,1.5284498364822058e-10,4.32793322739435e-10,0.032926160037397616,0.051704024664611284
VCL,-6.4039874,-0.63838625,1.5137074825252106e-10,4.2867972511360336e-10,0.04275827727078718,0.06143238063494709
TUBB2A,-6.4046474,-0.3751395,1.5071743593356563e-10,4.268901318373786e-10,0.10337696388284791,0.12180234980418299
AP1AR,-6.405361,-0.5891008,1.500137140163543e-10,4.249572307486704e-10,0.04210280278856121,0.060869927506041165
GPR89A,-6.4053907,-0.4562362,1.4998471285850252e-10,4.2493539388374995e-10,0.057188878274831816,0.07593117240229981
PHYH,-6.405554,-0.37401718,1.4982465004928478e-10,4.2454217535618013e-10,0.07234609052661531,0.09105491209065911
MTMR9,-6.4056654,-0.60878813,1.4971493566206203e-10,4.242915323782692e-10,0.039760370724172274,0.05853678860094992
RHBDD3,-6.4112477,-0.7196781,1.4433350888852408e-10,4.09098684403959e-10,0.03365785248267312,0.052433130572452295
DEPDC1,-6.4126453,-1.1455564,1.4301579050932338e-10,4.054213254537737e-10,0.022956850470518892,0.04170485792850596
ZNF350,-6.4187756,-0.47558174,1.3737481624041798e-10,3.8948560984657216e-10,0.0524836893559074,0.07130655778685109
PAN3,-6.4191356,-0.48137084,1.3705024079594037e-10,3.886205819216513e-10,0.05321030060364627,0.07201483209732522
GIGYF1,-6.4195156,-0.59383374,1.3670882020084375e-10,3.8770753513546094e-10,0.03939960569907116,0.058245146237813517
CRACR2A,-6.4200106,-0.4504273,1.362648361173182e-10,3.865033164288402e-10,0.05972439584561289,0.07847262728105991
TNFRSF4,-6.420095,-0.82552457,1.3618954743095055e-10,3.863446763439204e-10,0.053189975813499726,0.07180651612365636
ETV6,-6.42078,-0.50282073,1.3557779224868415e-10,3.8466391809880434e-10,0.05181297128107152,0.07059828347637696
TADA2A,-6.421772,-0.6933746,1.346971598375242e-10,3.822197097792508e-10,0.03580211784313327,0.05459961669860845
SPAG16,-6.4224863,-0.5721459,1.3406622209905078e-10,3.8048344630699035e-10,0.04483140586573443,0.06361969835847013
BCL9L,-6.423035,-0.38615108,1.3358347681536145e-10,3.7916732282807116e-10,0.07003922684498283,0.0888259311724023
RCL1,-6.4241567,-0.63515437,1.3260251455567505e-10,3.764364698417649e-10,0.040476819576837866,0.05926589450879093
MTFR1L,-6.427573,-0.53272176,1.2965711326812212e-10,3.68127330984765e-10,0.0493435092782667,0.06811932338971752
SRGAP2C,-6.43472,-0.6000498,1.2370118637628934e-10,3.512670143015945e-10,0.041172943639356925,0.060015832013998835
PLK3,-6.435024,-0.22026023,1.2345393999895116e-10,3.506148115211425e-10,0.1645799882116217,0.18285976168652612
TRIB3,-6.4391594,-0.605173,1.201371339013691e-10,3.4124349292195036e-10,0.04058860592264385,0.059474210482459794
MTMR12,-6.4393024,-0.53708106,1.200238544603127e-10,3.4097025814440717e-10,0.04809353468425438,0.06693192233980502
ZNF142,-6.440769,-0.68766445,1.188693920355295e-10,3.3773867552008294e-10,0.03391699355704152,0.05280809932505624
POLL,-6.4420033,-0.4563617,1.1790686317863458e-10,3.3505158314908306e-10,0.05704152354626939,0.07588950920756604
SLC12A2,-6.4432592,-0.68960655,1.1693465765591116e-10,3.323362237025091e-10,0.03499420743480824,0.053870510790767434
SLC39A1,-6.4437947,-0.6912578,1.1652283939139942e-10,3.312129761763507e-10,0.037931139610983516,0.0567661028247646
DCAF17,-6.4476905,-0.6064054,1.1356752527764743e-10,3.2285856153361964e-10,0.041503221479238225,0.0603699691692359
YPEL1,-6.449139,-0.53481203,1.1248719927317501e-10,3.198328872908896e-10,0.04959248795756184,0.0684526289475877
ADNP2,-6.4510164,-0.596131,1.1110235152638793e-10,3.1594038606613335e-10,0.04210788398609784,0.06099491709024248
IGHMBP2,-6.451344,-0.58762723,1.1086235641453992e-10,3.1530284266281503e-10,0.04122375561472328,0.06014082159820015
BCS1L,-6.4548364,-0.78813994,1.0833580352031895e-10,3.0816100781855836e-10,0.031147740899575213,0.05003749687526039
RASSF3,-6.4548826,-0.45927665,1.0830270196320406e-10,3.081107659415058e-10,0.055451108717302494,0.07436880259978335
SV2A,-6.455202,-0.9354207,1.0807455768441221e-10,3.075055528525541e-10,0.023698705310867665,0.042621448212648946
CDKN2C,-6.4598374,-0.41603616,1.0481560747742112e-10,2.9827535696947e-10,0.08739659763012947,0.10586617781851512
MLLT6,-6.4600506,-0.2622483,1.0466783460812242e-10,2.9789731535571864e-10,0.1247688055120831,0.14327972668944255
CISH,-6.4610333,-0.32309294,1.0399054499946381e-10,2.96011882264199e-10,0.1598443121074775,0.17773518873427213
ETFRF1,-6.461382,-0.40562096,1.0375117929939878e-10,2.953726512522256e-10,0.06964289343712526,0.08847179401716523
VPS52,-6.4620605,-0.5183497,1.03286750037311e-10,2.9409240554923896e-10,0.048393325338915875,0.06732772268977585
ITPR3,-6.462994,-0.45739442,1.0265118967289832e-10,2.923244566641027e-10,0.056843356842340605,0.07576451962336472
TCTEX1D2,-6.4634786,-0.6680166,1.0232308799641884e-10,2.914316921856045e-10,0.04124408040486982,0.06009915840346638
RANBP6,-6.464818,-0.5338333,1.0142076536634262e-10,2.88902970941493e-10,0.04748379097985813,0.06641113240563286
SLC35F2,-6.4662642,-0.8203877,1.0045550890663886e-10,2.861942314417975e-10,0.028551248958354505,0.047496041996500295
MANBAL,-6.475136,-0.6948248,9.472674112495196e-11,2.6991170368798773e-10,0.03332757464279181,0.05232897258561787
ZNF324,-6.4781017,-0.6820027,9.288360666050309e-11,2.6469772070879055e-10,0.03322086949452247,0.05224564619615032
BCKDHB,-6.479226,-0.6111087,9.219418783652217e-11,2.6277055222129e-10,0.043327371394890346,0.06226564452962253
TRAPPC11,-6.481572,-0.49705026,9.077177078674775e-11,2.587533537481967e-10,0.05350501006077112,0.07245229564202983
MCEE,-6.4828854,-0.5531943,8.998499138290148e-11,2.565472104326521e-10,0.04534968801447125,0.06434880426631114
ZNF714,-6.4876337,-0.7657654,8.719488163020371e-11,2.48628125831401e-10,0.032870266864494624,0.051849845846179486
PIGQ,-6.497143,-0.6357672,8.185968480136277e-11,2.3344866098610986e-10,0.03832747301884108,0.0573702191484043
RNF170,-6.4974766,-0.61237466,8.167828672726874e-11,2.329646374469204e-10,0.041625170220117476,0.06064077993500542
AKT1S1,-6.4975467,-0.62701446,8.164027631486991e-11,2.3288950749226114e-10,0.03837828499420744,0.057432713940504955
SLC35E1,-6.4978,-0.46988222,8.150299680831522e-11,2.325311375701997e-10,0.05573057458181744,0.0747437713523873
SH3BP5L,-6.499521,-0.750868,8.057628563120288e-11,2.2992006467571002e-10,0.03004512103412532,0.049120906591117404
SUV39H2,-6.4997,-1.021634,8.048020453904746e-11,2.2967874188270704e-10,0.022311538383366192,0.041350720773268894
STX3,-6.499816,-0.60496676,8.041843953450239e-11,2.295352971667712e-10,0.05182821487368143,0.07072327306057828
ZNF708,-6.500922,-0.3947623,7.982905695582265e-11,2.2788563720030792e-10,0.06793052986727913,0.08695108740938255
FOXO1,-6.501601,-0.31381157,7.946962393706228e-11,2.268920293150146e-10,0.09264039348793723,0.11161569869177569
PDLIM7,-6.502174,-0.5950094,7.91674947843322e-11,2.2606176755056773e-10,0.05218389870124591,0.07107741021581535
P2RX4,-6.504072,-0.4930263,7.817440485736804e-11,2.2325795617322464e-10,0.05879453669640861,0.0777435213732189
ZNF138,-6.5044665,-0.47896254,7.796947932731907e-11,2.227045797817814e-10,0.05354057844352757,0.07259811682359803
SAMD8,-6.506086,-0.4565652,7.713409187153669e-11,2.2034999591758628e-10,0.05615739517489482,0.07522289809182568
ACTR5,-6.506516,-0.6501009,7.69137503015005e-11,2.197519992508297e-10,0.03677262657263064,0.055849512540621614
SAP30,-6.508744,-0.5587443,7.578193891941686e-11,2.1654927763671282e-10,0.04807320989410784,0.06711940671610699
IQSEC1,-6.509093,-0.36197227,7.56059280830361e-11,2.1607726002479615e-10,0.0849068108371781,0.10376218648445963
ARRDC3,-6.510468,-0.29405576,7.491706408430082e-11,2.1413919334437e-10,0.10798052885103962,0.12678110157486877
ALDH3A2,-6.5115786,-0.581867,7.436500237255657e-11,2.1259165625972087e-10,0.0497449238836609,0.06870260811599034
SPNS3,-6.5128336,-0.34914726,7.374620230512157e-11,2.1085285951336835e-10,0.09619723176358204,0.1148862594783768
AC093323.1,-6.520574,-0.5360709,7.003874613093696e-11,2.002813091467415e-10,0.0462897095587488,0.06541121573202233
PRMT6,-6.5216904,-0.7721974,6.951943054842103e-11,1.9882477435580946e-10,0.030502428812422513,0.04962086492792267
SH3BP2,-6.5219812,-0.36544308,6.938469987790237e-11,1.9846788812717466e-10,0.08607040507306762,0.10490792433963836
GORAB,-6.522808,-0.7342289,6.90032017580213e-11,1.9740494516697692e-10,0.031721916221215014,0.050849929172568954
AACS,-6.523501,-0.7398206,6.868494576667595e-11,1.9652264697714008e-10,0.031803215381801184,0.0509332555620365
HNRNPA1P48,-6.5240006,-0.7798661,6.845640594138958e-11,1.9589683013655173e-10,0.030101014207028313,0.04922506457795184
ZSCAN32,-6.5271144,-0.6742856,6.704879001479978e-11,1.918962716657621e-10,0.03469949797768338,0.05384967919340055
SAMD1,-6.5278764,-0.7848624,6.670873325144057e-11,1.9095040010025809e-10,0.0334698481738176,0.052558120156653614
MGAT4B,-6.5297236,-0.64218014,6.589108554740307e-11,1.8863698095962174e-10,0.038977866303530416,0.058099325056245314
CYHR1,-6.5313663,-0.44634646,6.517246624929217e-11,1.8660644317605793e-10,0.05929757525253552,0.07841013248895926
UTP25,-6.5411506,-0.67700714,6.104731906430761e-11,1.7482010999661173e-10,0.03596979736184224,0.05514123823014749
SLC12A6,-6.5434346,-0.5647105,6.012172524561793e-11,1.7219421221681932e-10,0.04553261112579013,0.06468210982418132
NAF1,-6.545811,-0.36431783,5.917326929846399e-11,1.6950207196633353e-10,0.07767118554500925,0.09684609615865344
AIFM2,-6.547315,-0.9493058,5.858071950054246e-11,1.6782879975198477e-10,0.02455234649702242,0.043746354470460797
ZNF71,-6.5487056,-0.74048054,5.8037915003657094e-11,1.6629758359339336e-10,0.030563403182862138,0.04978751770685776
TSTD2,-6.5489244,-0.6144182,5.7952946071439627e-11,1.66077964495652e-10,0.0402227597000061,0.059411715690359135
ZNF398,-6.5496345,-0.7374442,5.7678025994444363e-11,1.6531385390939626e-10,0.03093941180057316,0.05016248645946171
MED14,-6.551127,-0.45813888,5.710449399781358e-11,1.63693534431825e-10,0.05866242556045609,0.07782684776268645
HIST1H2AH,-6.558052,-1.4287208,5.451518054873104e-11,1.5629355813978242e-10,0.023734273693624113,0.04285059578368469
CENPP,-6.559069,-0.97530854,5.414468329742542e-11,1.552536558285516e-10,0.025192577386638482,0.044392133988834265
GOSR2,-6.5593705,-0.5440233,5.4035389337955686e-11,1.5496253269400512e-10,0.04631003434889535,0.06553620531622364
CUX1,-6.562937,-0.4353966,5.2758281030911446e-11,1.5132178995888182e-10,0.06492754212312758,0.08407632697275227
MXRA7,-6.563408,-0.46455973,5.259165736117117e-11,1.508655607240036e-10,0.05328143736915916,0.07255645362886426
TMEM62,-6.5653825,-0.5231133,5.18994890201328e-11,1.4890139482098768e-10,0.04979065466149062,0.06901508207649362
PRAF2,-6.5666285,-0.5047302,5.146732237415554e-11,1.4768272503537341e-10,0.0519095140342676,0.071139905007916
CRELD1,-6.5695996,-0.37909868,5.0450686977658853e-11,1.4478636180804396e-10,0.07317432572508689,0.09236730272477293
POLA1,-6.570924,-1.0088686,5.0004095253671854e-11,1.4352534574680413e-10,0.025949675819597163,0.04516290309140905
PPP1R37,-6.573336,-0.6417932,4.9200230027631005e-11,1.4123834733334754e-10,0.03748907542529623,0.0567661028247646
CEBPD,-6.5788565,-0.31215975,4.740798099191678e-11,1.3611294441888693e-10,0.09911892034714742,0.11836513623864678
PIGU,-6.583198,-0.6692002,4.604346259493633e-11,1.3221429971325818e-10,0.038403690981890615,0.05766186151154071
NOL12,-6.5883675,-0.6633738,4.446889254922251e-11,1.2771128055904933e-10,0.04114245645413711,0.06039080076660278
LXN,-6.591605,-0.6623106,4.3509674636041707e-11,1.249744641208239e-10,0.03783459685778744,0.05714107157736855
FADS1,-6.593772,-0.7601744,4.287901091078965e-11,1.231807140847314e-10,0.040395520416251704,0.059620031664027996
TRIM5,-6.5949073,-0.5335714,4.2552236889328523e-11,1.222595726461747e-10,0.04768703888132355,0.06701524872927256
RPTOR,-6.597868,-0.5119138,4.171127643454063e-11,1.1986061105890964e-10,0.0553799719517896,0.07461878176818598
RPP14,-6.5983186,-0.65659726,4.158470844516008e-11,1.1951411671083808e-10,0.037275665128757546,0.0566202816431964
SNAI3,-6.60003,-0.41013518,4.110746177304299e-11,1.1815952968523964e-10,0.06641633300136177,0.08572202316473627
KIF1BP,-6.600287,-0.7071804,4.10363186220203e-11,1.1797202689997972e-10,0.0354616776081787,0.05478710107491042
RFX7,-6.600618,-0.5723828,4.094477858349943e-11,1.1772582426032243e-10,0.04602040608930713,0.06532788934255479
MYEF2,-6.6041617,-0.72507757,3.9977346463299157e-11,1.1496079299251603e-10,0.03783459685778744,0.057120239980001666
FRMD4B,-6.6047845,-0.35953024,3.980960397707942e-11,1.1449492240532843e-10,0.09628869331924148,0.11528205982834763
MOSPD1,-6.607635,-0.56606466,3.905076030060717e-11,1.1232862832505295e-10,0.04341883295054978,0.06280726606116158
ING1,-6.6086216,-0.5114664,3.879152261335031e-11,1.1159902217019347e-10,0.05108636003333265,0.07043163069744188
GCA,-6.6090875,-0.64642125,3.8669585618379223e-11,1.1126426184919178e-10,0.04112721286152721,0.06045329555870344
B4GALT7,-6.6091995,-0.5400399,3.864037960327077e-11,1.1119625893907351e-10,0.047702282473933454,0.06705691192400633
HMBOX1,-6.6108665,-0.43731532,3.820768764680784e-11,1.0996694871176004e-10,0.06307798621979228,0.08238896758603449
HECTD4,-6.6124043,-0.48969874,3.781277958689816e-11,1.0884604676413192e-10,0.05736672018861405,0.07666027831014083
ALG11,-6.6158085,-0.59975463,3.695266168556502e-11,1.0638549758494246e-10,0.04188431129448589,0.061265727856011996
IMPAD1,-6.617209,-0.5732111,3.6604340241977516e-11,1.053978961490615e-10,0.04592386333611106,0.06528622614782101
STK38L,-6.617681,-0.5242443,3.648768671145101e-11,1.0507716647913821e-10,0.05206194996036666,0.07141071577368553
KNTC1,-6.6188035,-0.8793795,3.621179736067886e-11,1.0429771105889277e-10,0.029928253490782708,0.049266727772685606
IFI44,-6.622935,-0.38748613,3.521357903555427e-11,1.0143726859303646e-10,0.09628361212170485,0.11534455462044829
HEXIM1,-6.628372,-0.25478175,3.3940833496879637e-11,9.778507493824554e-11,0.11118168329911994,0.13055162069827514
RGL4,-6.6294103,-0.29375815,3.3703073732326546e-11,9.71140979607336e-11,0.14670941647527488,0.16509040913257228
ZFAND2A,-6.632447,0.06625986,3.3016741107205624e-11,9.515019527458522e-11,0.1917389890449381,0.21304474627114406
AC010422.8,-6.6336036,-0.49713972,3.275884602649561e-11,9.442060805181583e-11,0.1286711652202191,0.14632113990500792
DSTYK,-6.634621,-0.588527,3.2533712606937235e-11,9.378525241898692e-11,0.04339342696286661,0.06282809765852845
TSPYL4,-6.6355004,-0.4535717,3.234030196959613e-11,9.324117399699943e-11,0.05904859657324038,0.07847262728105991
GATD1,-6.6367793,-0.6953546,3.206106303591465e-11,9.244944878019775e-11,0.03667100262189793,0.05609949170902425
CIDEB,-6.637931,-0.5384388,3.1811680973898024e-11,9.174360075087903e-11,0.052554826121420296,0.07191067411049079
CEP57L1,-6.6379824,-0.767222,3.180053965366932e-11,9.172472465215762e-11,0.03377472002601573,0.0531830680776602
DTNB,-6.6392584,-0.43306354,3.1526502484846775e-11,9.094744291559513e-11,0.06576593971667243,0.08513873843846347
ATG14,-6.640005,-0.46414006,3.1367254427229495e-11,9.050112716556586e-11,0.05650799780492267,0.07597283559703358
GALC,-6.641867,-0.48942867,3.0973373102629784e-11,8.937761813319587e-11,0.054648279506514096,0.07407716023664694
ZNF140,-6.6419573,-0.50543946,3.0954483375093266e-11,8.933602671247091e-11,0.05264628767707973,0.07207732688942588
BNIP1,-6.6435537,-0.5566893,3.0620888716478025e-11,8.838603935706565e-11,0.04878965874677344,0.06820264977918507
INTS5,-6.6493826,-0.8046097,2.9432508276202795e-11,8.496811336151875e-11,0.028292107883986096,0.04780851595700358
DNAJC24,-6.651689,-0.5228351,2.8974810117864186e-11,8.365889547485757e-11,0.05084246255157415,0.07030664111324056
BTD,-6.6602116,-0.53247386,2.734336208700875e-11,7.895984331796175e-11,0.048312026178329706,0.06782768102658111
TBCCD1,-6.660389,-0.50717777,2.7310360323124624e-11,7.88759567248333e-11,0.05449584358041503,0.07395217065244562
FAM117A,-6.6605644,-0.400338,2.7277771906380378e-11,7.879323982278669e-11,0.07024247474644825,0.08970085826181151
EXT2,-6.6617365,-0.60778695,2.7061128270364164e-11,7.817876909259665e-11,0.041111969268917296,0.06064077993500542
EPC2,-6.666619,-0.44356844,2.6176377556722363e-11,7.563370014470945e-11,0.06016137883376354,0.07970169152570619
APOL1,-6.6689854,-0.59791833,2.575777287449061e-11,7.443496571911513e-11,0.04594926932379423,0.06543204732938922
RNF135,-6.670945,-0.63545215,2.541608059165402e-11,7.345817818503103e-11,0.038937216723237335,0.058495125406216146
KLHL11,-6.6731896,-0.5561833,2.5030226056080656e-11,7.235345037676733e-11,0.04551228633564358,0.06507791017415215
FBXO6,-6.676333,-0.36342236,2.4499536988543546e-11,7.082967690574584e-11,0.09392085526716937,0.11311557370219148
ABITRAM,-6.6818266,-0.7135043,2.3598196621533215e-11,6.823373079917971e-11,0.033561309729477046,0.05316223648029331
SNAPC1,-6.681986,-0.4760279,2.3572604766113852e-11,6.816960923305813e-11,0.05953639153675738,0.07901424881259896
TEX10,-6.682899,-0.6449276,2.3426090323256644e-11,6.775572240307722e-11,0.04050730676205768,0.0600574952087326
KCNA3,-6.683313,-0.24395509,2.3360021839730648e-11,6.757442467828737e-11,0.14027662039389444,0.1593825514540455
DSCC1,-6.6896596,-1.1079994,2.2369016869133265e-11,6.471708751192992e-11,0.020472144875104164,0.04007999333388884
GNPNAT1,-6.6926417,-0.7950535,2.1917704769877898e-11,6.342056460670627e-11,0.031533911912359505,0.05114157153570536
B3GNTL1,-6.694541,-0.5962765,2.1634941131766705e-11,6.261144433971405e-11,0.04576126501493872,0.0653070577451879
POLE,-6.699984,-0.9080967,2.0844198948046666e-11,6.033178802119903e-11,0.02777890693278592,0.04739188400966586
ATPAF2,-6.700606,-0.6503886,2.0755728379253187e-11,6.008443157307164e-11,0.03912013983455621,0.05874510457461878
ERO1B,-6.701055,-0.26333317,2.069202799666715e-11,5.990871938625944e-11,0.11723338956525274,0.1366344471294059
PEMT,-6.7019506,-0.5661661,2.0565571045067477e-11,5.955123350934586e-11,0.054302758074022885,0.07376468627614366
SETD4,-6.7019525,-0.6847873,2.0565297262197157e-11,5.955123350934586e-11,0.03616796406577102,0.055807849345887846
ZMYM4,-6.703723,-0.65993637,2.0317518104840835e-11,5.885003030744681e-11,0.04144732830633524,0.06103658028497625
IFT80,-6.706986,-0.64433944,1.9868542631313097e-11,5.755791918901371e-11,0.03860185768581939,0.0582659778351804
TTK,-6.7095523,-1.1475393,1.9522236260524566e-11,5.656290201093043e-11,0.02298225645820207,0.04260061661528206
EIF4ENIF1,-6.713481,-0.7226523,1.9003544362589335e-11,5.506806081663937e-11,0.03470966037275665,0.0543704691275727
UNKL,-6.714075,-0.60340744,1.892630593680859e-11,5.4852205573756755e-11,0.043576350074185484,0.06322389800849929
OGFOD2,-6.714459,-0.5950541,1.8876507374569396e-11,5.4715825370266004e-11,0.045176927298225644,0.06480709940838264
MOSPD2,-6.7148356,-0.5536005,1.882784154337362e-11,5.45826893784293e-11,0.04763114570842056,0.06728605949504209
